New Store View,___ _______ ___,module,Magento_Backend
Store Information,__ __ ___________ __________,module,Magento_Backend
Web Site,Web Site,module,Magento_Backend
Name,___,module,Magento_Backend
Root Category,Root _________,module,Magento_Backend
Default Store View,__ ____________ __ _________ View,module,Magento_Backend
Store View Information,____________ _____ __________,module,Magento_Backend
Code,___,module,Magento_Backend
Status,______,module,Magento_Backend
Disabled,____ _ __________,module,Magento_Backend
Enabled,Enabled,module,Magento_Backend
Sort Order,_________ __,module,Magento_Backend
Web Site Information,__________ Web Site,module,Magento_Backend
Default Store,__ ____________ __ _________,module,Magento_Backend
Set as Default,_ __________ __ ____________,module,Magento_Backend
Stores,________,module,Magento_Backend
Create Website,_________ __ ___ ____,module,Magento_Backend
Create Store,_________ Store,module,Magento_Backend
Create Store View,_________ Store View,module,Magento_Backend
Home,_ ____,module,Magento_Backend
Reset,________,module,Magento_Backend
Are you sure you want to do this?,_______ __ ___ __ ______ __ _________ ____?,module,Magento_Backend
Add New Image,______ __ _____,module,Magento_Backend
Export block for grid %1 is not defined,Export ____ __ _______% 1 __ _ _________,module,Magento_Backend
Reset Filter,Reset Filter,module,Magento_Backend
Search,_______,module,Magento_Backend
Any,_____,module,Magento_Backend
All Countries,______ _______,module,Magento_Backend
From,__,module,Magento_Backend
To,__ __,module,Magento_Backend
Date selector,____ ________,module,Magento_Backend
[ deleted ],[________],module,Magento_Backend
Select All,______ ______,module,Magento_Backend
 [deleted],[________],module,Magento_Backend
We couldn't find any records.,__ _______ __ _______ _______ ______.,module,Magento_Backend
Add New,______ ___,module,Magento_Backend
Invalid export type supplied for grid export block,_________ ___ _____ ____________ __ _____ ____ _____,module,Magento_Backend
Export,_____,module,Magento_Backend
Please correct the column format and try again.,"____, ___________ _______ __ ______ _ ________ ______.",module,Magento_Backend
Please select items.,____ ________ ________.,module,Magento_Backend
Submit,_______,module,Magento_Backend
Unknown block type,__________ ___ ____,module,Magento_Backend
Please correct the tab configuration and try again. Tab Id should be not empty,"____, ___________ ______________ __ _______ _ ________ ______. Id Tab ______ __ __ _ ______",module,Magento_Backend
Please correct the tab configuration and try again.,"____, ___________ ______________ __ _______ _ ________ ______.",module,Magento_Backend
You have logged out.,___ ___ _______.,module,Magento_Backend
Specified cache type(s) don't exist: %1,__________ ___ ___ (_) __ ___________:% 1,module,Magento_Backend
The image cache was cleaned.,_____ __ _____________ __ _________.,module,Magento_Backend
An error occurred while clearing the image cache.,________ ______ ___ ____________ __ ____ __ _____________.,module,Magento_Backend
The JavaScript/CSS cache has been cleaned.,_____ __ JavaScript / CSS _ ____ _________.,module,Magento_Backend
An error occurred while clearing the JavaScript/CSS cache.,________ ______ ___ ____________ __ JavaScript / CSS ___.,module,Magento_Backend
The static files cache has been cleaned.,_____ __ ________ _______ _ ____ _________.,module,Magento_Backend
You flushed the cache storage.,___ __ _______ ____________ __ ____.,module,Magento_Backend
The Magento cache storage has been flushed.,___ _____ __ Magento _ _________.,module,Magento_Backend
Cache Management,__________ Cache,module,Magento_Backend
%1 cache type(s) disabled.,% 1 ___ ___ (_) _ _________.,module,Magento_Backend
An error occurred while disabling cache.,________ ______ ___ ______________ __ ____.,module,Magento_Backend
%1 cache type(s) enabled.,% 1 ___ (___) ___ _________.,module,Magento_Backend
An error occurred while enabling cache.,________ ______ ___ ___________ ___.,module,Magento_Backend
%1 cache type(s) refreshed.,% 1 ___ (___) ___ ________.,module,Magento_Backend
An error occurred while refreshing cache.,________ ______ ___ __________ ___.,module,Magento_Backend
Dashboard,_____,module,Magento_Backend
We updated lifetime statistic.,___ __ ________ __ _____ __________.,module,Magento_Backend
We can't refresh lifetime statistics.,___ __ _____ __ ________ __________ ____ _____ _____.,module,Magento_Backend
invalid request,_________ ______,module,Magento_Backend
see error log for details,___ ________ ______ __ ___________,module,Magento_Backend
Service unavailable: %1,____ ______ __ ________:% 1,module,Magento_Backend
Error,______,module,Magento_Backend
Access Denied.,________ _______.,module,Magento_Backend
You need more permissions to do this.,"___ __ ________ __ ______ __________, __ __ _________ ____.",module,Magento_Backend
No search modules were registered,__ ______ __ _______ __ ____________,module,Magento_Backend
Please make sure that all global admin search modules are installed and activated.,"____, _______ __, __ __ _________ ______ ________ ______ _____________ _______ _ __________.",module,Magento_Backend
You saved the account.,__ _____ ________.,module,Magento_Backend
An error occurred while saving account.,________ ______ ___ _________ ______.,module,Magento_Backend
You deleted the design change.,______ ______ _________ __ _______.,module,Magento_Backend
You can't delete the design change.,__ ______ __ ________ _________ __ _______.,module,Magento_Backend
Store Design,_______ Design,module,Magento_Backend
Edit Store Design Change,Edit Store ______ _______,module,Magento_Backend
You saved the design change.,__ _____ _________ __ _______.,module,Magento_Backend
System,_______,module,Magento_Backend
Manage Stores,__________ __ ________,module,Magento_Backend
The database was backed up.,______ _____ __ _________.,module,Magento_Backend
We can't create a backup right now. Please try again later.,"___ __ _____ __ _________ ________ _____ _____ ____. ____, ________ ______ __-_____.",module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","___________ __% 1 ____ __ ______ ____________, ________ _% 1 (________ _________, ________ _ _._.), __% 1 __ __ ____ _ _________ __ __ __________. __________ __, __ ______ __ _________ ________ _____ __ ______ _____ _____ _________ __% 1.",module,Magento_Backend
Something went wrong. Please try again.,"____ __ ______. ____, ________ ______.",module,Magento_Backend
This store cannot be deleted.,____ _______ __ ____ __ ____ _______.,module,Magento_Backend
You deleted the store.,______ ______ ________.,module,Magento_Backend
Unable to delete the store. Please try again later.,"__ ____ __ __ ______ __ ________. ____, ________ ______ __-_____.",module,Magento_Backend
This store view cannot be deleted.,____ ______ _______ __ ____ __ ____ _______.,module,Magento_Backend
Store View,_______ View,module,Magento_Backend
You deleted the store view.,______ ______ _______ __ _______.,module,Magento_Backend
Unable to delete the store view. Please try again later.,"__ ____ __ __ ______ ______, __ ________. ____, ________ ______ __-_____.",module,Magento_Backend
This website cannot be deleted.,____ ____ __ ____ __ ____ _______.,module,Magento_Backend
You deleted the website.,______ ________ _____.,module,Magento_Backend
Unable to delete the website. Please try again later.,"__ ____ __ __ ______ _____. ____, ________ ______ __-_____.",module,Magento_Backend
The website does not exist.,______ __ __________.,module,Magento_Backend
Before modifying the website code please make sure it is not used in index.php.,"_____ __ _________ ____ _______, ____ _______ __, __ __ __ __ ________ _ index.php.",module,Magento_Backend
The store does not exist,_________ __ __________,module,Magento_Backend
Store view doesn't exist,_______ __ ________ __ __________,module,Magento_Backend
Before modifying the store view code please make sure it is not used in index.php.,"_____ __ _________ _____ ____ __ _______, ____ _______ __, __ __ __ __ ________ _ index.php.",module,Magento_Backend
New ,___,module,Magento_Backend
You saved the website.,__ _____ _____.,module,Magento_Backend
An inactive store view cannot be saved as default store view,__ _________ _____ _______ __ ____ __ ____ _______ ____ _______ ____________ ______,module,Magento_Backend
You saved the store.,__ _____ ________.,module,Magento_Backend
The default store cannot be disabled,_________ __ ____________ __ ____ __ ____ ________,module,Magento_Backend
You saved the store view.,__ _____ _______ __ _______.,module,Magento_Backend
Something went wrong while saving. Please review the error log.,"____ __ ______, ______ __________. ____, ___________ ______ _____.",module,Magento_Backend
Last 24 Hours,__________ 24 ____,module,Magento_Backend
Last 7 Days,__________ 7 ___,module,Magento_Backend
Current Month,_____ _____,module,Magento_Backend
YTD,__ ________ __ ________,module,Magento_Backend
2YTD,2YTD,module,Magento_Backend
Authentication storage is incorrect.,__________ Authentication _ __________.,module,Magento_Backend
You did not sign in correctly or your account is temporarily disabled.,___ __ _______ _ ________ ___ ________ __ _ ________ ___________.,module,Magento_Backend
Authentication error occurred.,_________ Authentication ______.,module,Magento_Backend
Admin session lifetime must be less than or equal to 31536000 seconds (one year),Admin _____ _____ ______ __ _ __-_____ ___ _____ __ 31536000 _______ (____ ______),module,Magento_Backend
Admin session lifetime must be greater than or equal to 60 seconds,______________ _____ _____ ______ __ ____ __-______ __ ___ _____ __ 60 _______,module,Magento_Backend
Order,_______,module,Magento_Backend
Order #%1,_______ #% 1,module,Magento_Backend
Access denied,________ _______,module,Magento_Backend
Please try to sign out and sign in again.,"____, ________ __ ________ _ __ _______ ______.",module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","___ ____________ __ __________ ____ _________, ____ ________ __ ___ ___________ __ ________.",module,Magento_Backend
You need more permissions to access this.,______ ___ __________ __ ______ __ ____.,module,Magento_Backend
"Welcome, please sign in","_____ _____, ____ ______ _ _______ __",module,Magento_Backend
Username,__________,module,Magento_Backend
user name,_____________ ___,module,Magento_Backend
Password,______,module,Magento_Backend
password,______,module,Magento_Backend
Sign in,____,module,Magento_Backend
Select Range:,________ Range:,module,Magento_Backend
No Data Found,____ _____,module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","_______ _ _________. __ __ __ ____ __________ __ _________, ________ <a href=""%1""> ___ </a>.",module,Magento_Backend
Last Orders,________ _______,module,Magento_Backend
Last Search Terms,________ _______ __ _______,module,Magento_Backend
Top Search Terms,___ _______ __ _______,module,Magento_Backend
There are no search keywords.,__ __ _______ ____ __ _______.,module,Magento_Backend
View Statistics For:,_______ __ _______________ _____ __:,module,Magento_Backend
All Websites,______ _______,module,Magento_Backend
Reload Data,____________ __ _____,module,Magento_Backend
Browse Files...,Browse Files ...,module,Magento_Backend
Magento,Magento,module,Magento_Backend
Copyright &copy; %1 Magento Commerce Inc. All rights reserved.,Copyright & _____; % 1 Magento Commerce Inc. ______ _____ ________.,module,Magento_Backend
ver. %1,Ver. % 1,module,Magento_Backend
Magento Admin Panel,Magento Admin Panel,module,Magento_Backend
Account Setting,_________ __ _______,module,Magento_Backend
Customer View,_______ __ _______,module,Magento_Backend
Sign Out,_________,module,Magento_Backend
About the calendar,__ _________,module,Magento_Backend
Close,_____,module,Magento_Backend
Go Today,_____ ____,module,Magento_Backend
Previous,________,module,Magento_Backend
Next,_________,module,Magento_Backend
WK,WK,module,Magento_Backend
Time,___,module,Magento_Backend
Hour,___,module,Magento_Backend
Minute,______,module,Magento_Backend
JavaScript may be disabled in your browser.,JavaScript ____ __ ____ ___________ ___ _____ _______.,module,Magento_Backend
To use this website you must first enable JavaScript in your browser.,"__ __ __________ ____ ____, _____ ______ __ __ ____ __________ __ JavaScript ___ _____ _______.",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","____ _ ____ ____ _______. ______ __ ___________ _ ______ _______, __ ____ ____ __ ____ __________.",module,Magento_Backend
Report Bugs,______ Bugs,module,Magento_Backend
Store View:,_______ View:,module,Magento_Backend
Stores Configuration,________ Configuration,module,Magento_Backend
Please confirm scope switching. All data that hasn't been saved will be lost.,"____, __________, ______ __ ____________. ______ _____, _____ __ __ ____ _______, __ _____ ________.",module,Magento_Backend
Additional Cache Management,____________ Management Cache,module,Magento_Backend
Flush Catalog Images Cache,Flush _______ Images Cache,module,Magento_Backend
Pregenerated product images files,Pregenerated __________ ______ _______,module,Magento_Backend
Flush JavaScript/CSS Cache,Flush JavaScript / CSS Cache,module,Magento_Backend
Themes JavaScript and CSS files combined to one file,____ JavaScript _ CSS _______ ___________ _ ____ ____,module,Magento_Backend
Flush Static Files Cache,Flush Static Files Cache,module,Magento_Backend
Preprocessed view files and static files,_____________ __________ _______ _______ _ ________ _______,module,Magento_Backend
Catalog,_______,module,Magento_Backend
JavaScript/CSS,JavaScript / CSS,module,Magento_Backend
JavaScript/CSS Cache,JavaScript / CSS Cache,module,Magento_Backend
No records found.,__ __ ________ ______.,module,Magento_Backend
Images,______,module,Magento_Backend
Big Image,Big ___________,module,Magento_Backend
Thumbnail,Thumbnail,module,Magento_Backend
Additional Settings,____________ _________,module,Magento_Backend
records found,________ ______,module,Magento_Backend
selected,_______,module,Magento_Backend
per page,__ ________,module,Magento_Backend
Previous page,________ ________,module,Magento_Backend
of %1,__% 1,module,Magento_Backend
Next page,________ ________,module,Magento_Backend
Export to:,_____ __:,module,Magento_Backend
Actions,_____,module,Magento_Backend
Mass Actions,______ _____,module,Magento_Backend
Unselect All,_______ ______,module,Magento_Backend
Select Visible,________ _____,module,Magento_Backend
Unselect Visible,________ _____,module,Magento_Backend
Changes have been made to this section that have not been saved.,"_______ __ _________ __ ____ ______, _____ __ __ ____ _______.",module,Magento_Backend
This tab contains invalid data. Please resolve this before saving.,____ ______ _______ _________ _____. ____ _________ ____ _____ __________.,module,Magento_Backend
The information in this tab has been changed.,____________ _ ____ ______ _ ____ _________.,module,Magento_Backend
Loading...,_______ __ ...,module,Magento_Backend
System Backup,System Backup,module,Magento_Backup
Database and Media Backup,____ _____ _ Media Backup,module,Magento_Backup
Database Backup,Database Backup,module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","_______ ____ __ ____ _________ _ <a href=""%1"">% 2 </a> __ Windows _______.",module,Magento_Backup
You need more permissions to activate maintenance mode right now.,"___ __ ________ __ ______ __________, __ __ __________ _____ __ _________ _ _______.",module,Magento_Backup
